time,router,average_response_ms,percent_packet_loss,count,state_ok,cpu_percent,mem_percent,fault_ping,fault_ospf,fault_bgp,fault_cpu,fault_mem,fault
2026-07-16 12:42:00,ZO-Bengaluru,0.09083333333333334,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:42:00,BR-Koramangala,0.07916666666666666,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:42:00,BR-Whitefield,0.0,100.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1
2026-07-16 12:43:00,HO-Chennai,0.10283333333333333,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:43:00,ZO-Bengaluru,0.09266666666666667,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:43:00,BR-Koramangala,0.09283333333333332,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:43:00,BR-Whitefield,0.0,100.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1
2026-07-16 12:44:00,HO-Chennai,0.09883333333333333,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:44:00,ZO-Bengaluru,0.10616666666666667,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:44:00,BR-Koramangala,0.11649999999999999,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:44:00,BR-Whitefield,0.0,100.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1
2026-07-16 12:45:00,HO-Chennai,0.1025,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:45:00,ZO-Bengaluru,0.09966666666666667,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:45:00,BR-Koramangala,0.09516666666666666,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:45:00,BR-Whitefield,0.0,100.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1
2026-07-16 12:46:00,HO-Chennai,0.09666666666666666,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:46:00,ZO-Bengaluru,0.1355,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:46:00,BR-Koramangala,0.09666666666666668,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-16 12:46:00,BR-Whitefield,0.0,100.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1
